review_id	date	stars	text	my_label
59a59445-aefc-4feb-bbb9-1cb9db6c97f0	2026-08-19T19:14:06	2	average	
cbb1d945-317d-45dc-a463-a4f30d72ba61	2026-09-10T14:38:56	1	stupid app I ordered my ice cream it been an hour since I ordered it legends say iam still waiting for it till you see this post	wait time
2a5f470d-d6a7-40d8-895b-d21fb71a0793	2026-09-13T19:45:08	3	"when complete address is given, why the delivery boys call "" Kanha aana hai"""	wait time
924774f1-d497-4d57-b341-b4caa009521f	2026-09-03T21:36:08	1	Delivery partner is not available on time? And everything is overpriced.	wait time
7e492391-28e3-4a43-880b-e0909b9c4753	2026-09-04T22:57:52	1	9:38 per order kara hai dedh ghanta Hai swiggy ki bekar service hai	wait time
67a9840f-e9bc-401a-89d0-da3edbfc45f6	2026-09-05T20:29:57	1	"enter packing is detroyed, all food spilled in the delivery persons bag"	poor packaging
14e6fc2a-c46b-45ca-bfa8-2ec739563735	2026-09-09T00:44:04	2	super	
2fbfb03c-d51e-4aec-8fda-4ceef2e18be3	2026-09-10T21:07:16	1	no offers	price (offer)
b0fefebb-373f-4120-8ffa-bc4a7f96e5a0	2026-08-17T21:07:08	4	so good	price 
67302fae-d4d1-41b7-aa8c-281800638461	2026-08-23T18:46:56	1	rate is high compare to ofline	price
419b6764-ec84-45ca-bd51-81da45e747e4	2026-09-11T16:23:05	1	Bad experience using swiggy at udaipur. I have mention that on mail so please don't be talk like fool just check your mail and then reply here I can't mention the full incident what had happen	
28b4cd4f-b60b-4e6c-a6ff-b4bb6ec18e98	2026-08-21T22:46:28	1	too much gst and other charges	price (extra charges)
68ce89fd-0ed1-4b6e-aeb6-0b5f15dce244	2026-08-28T23:08:47	1	ghatiya service. Kai tarah ke charges lene ke baad bhi 2 ghante me delevery dete hai.	wait time
1acdeb73-d1f2-472d-8cd6-0602de971692	2026-09-13T15:47:29	1	take to much time I order the food and it takes 1.50 hours!!	wait time
5fb2ac42-9bd2-4f19-9a6c-329daf8deb1d	2026-09-13T16:48:51	1	ok	
facc64af-e8e2-47c5-a5da-b97b0009a4e6	2026-09-11T11:21:59	1	swigg one no change in cost even in below 7kn	price
78bf1eb5-81a3-4b83-9bfd-d4d375e2f2d5	2026-09-05T22:09:11	1	Pathetic service! Multiple times - Orders cancelled after waiting more than an hour without any proper reasons given. A cute bot for support that can't even connect you with a human exec upon repeated begging. No accountability whatsoever. Very disappointed.	wait time + customer care (chat bot +demnading )
6b3b1c10-c1d7-4fa8-a327-27dd621ca6d6	2026-09-05T14:15:40	1	"terrible most of the time, always missing items"	missing item
8edbdeac-c946-4b23-ae4d-efceb5c74ebf	2026-08-25T20:10:31	1	"listen plz show Restaurant legal , original owner name ."	
310267cd-7e26-4756-b8e2-76d8a943f95e	2026-08-21T15:12:06	4	OK	
f25a8122-abe6-4804-9ef2-d6015fee747a	2026-09-13T19:10:29	1	very bad experience just nonsense no sense of customer care worst	customer care
90d357cc-d7fc-496c-9864-a00b9d5abe37	2026-08-23T10:43:18	4	good	
2e4b3ce8-49dd-4db4-abde-694faa7bf1aa	2026-09-06T16:31:21	4	excellent	
8d4a1738-cbcf-4056-a656-413d06f17538	2026-08-19T01:36:55	1	Scammer Swiggy	
f222db46-cd7b-4729-9223-34d90984c484	2026-08-16T20:04:05	4	good	
30092e27-7afe-4549-9562-e585e741cf70	2026-08-23T18:54:21	4	good	
5e9dfe2b-fc7c-4b20-9e24-e31446baf767	2026-08-29T00:11:51	1	swiggy app dirty app	Bad/ confusing UI ?
e17199d3-de32-4b2e-94c5-d348ed4c5e43	2026-09-05T21:34:47	1	"Such a horrible experience EVER! I paid extra for fast delivery, the delivery guy was so irresponsible and literally after waiting for one and a half hours I got to see that my order was delivered and I couldn't call the delivery person! The team responded quickly but at what cost? it was already 10pm, the first thing I did was to delete that stupid app! and the 99store was pure bullshyt, don't download this app! ??NOT RECOMMENDED ??"	wait time +  contact issue
c54525ea-7bf8-46dc-b99f-40699ef12f9f	2026-08-28T02:03:31	1	"Very poor service! I ordered chicken nuggets, a chicken burger and masala fizz, but the 4-piece chicken nuggets were missing. This has happened to me multiple times before, yet Swiggy never provides a proper solution. Customer support just keeps saying “your complaint has been registered” and gives excuses about 24–48 hours instead of actually resolving the issue. Taking payment is instant, but resolving a missing-item complaint somehow takes days. Extremely disappointing and frustrating experie"	missing item
02ad77ed-e34f-4572-88b4-71ce1bdc86b3	2026-08-21T23:31:32	1	"when multiple orders are delivering by the same person, then show us in map where he is delivering the order on the map."	logistics ?
a87a94e2-5a26-4a99-aea0-09683e8aae3d	2026-09-03T20:38:06	4	there is not a cash on delivery payment accepted by us	
d2183a91-ec4c-4646-80c0-b6bdea1aba5c	2026-09-14T12:40:23	1	"I am extremely disappointed with my recent Burger King order. The order arrived in very poor condition due to improper and careless packaging. The cold drink had completely spilled inside the package, and the food was also affected. I paid for a complete order but received it in an unacceptable condition. This is not the quality of service I expected from Swiggy and Burger King. I request you to please investigate this issue and process a full refund for the order at the earliest."	packaging  
27b29050-a5ac-4368-ae5a-9ec4e68485b0	2026-09-08T10:28:03	1	on my other devices why is it charging 110 rupees cancellation fee??	price(cancel fees)
e9920b4c-e325-44dc-85b2-58b1cb75f605	2026-08-16T21:08:50	1	too high prices	price
d39d441a-25d5-424e-934b-72dd1f0d8e3b	2026-08-28T22:45:17	1	worst service	
a7efd96b-5fa2-4fbf-9ab7-d812206c88b7	2026-09-01T01:28:47	1	"Worst Experience & Extremely Pathetic Service! ?? ?Order late dena inka roj ka natak ho gaya hai. Aaj fir 11:30 AM ko order kiya aur delivery 12:45 PM ko mili (75 minutes!). App me 35-40 mins ka time dikhate hain par deliver kabhi time par nahi karte. Ye ek baar nahi, pichle 2-3 baar se lagaatar ho raha hai. ?Inka cancellation policy toh ek open loot hai! Order karne ke 10 second baad cancel karo toh inka AI bot poore order amount ka ""Cancellation Charge"" maangta hai. Market me competition kam"	wait time
659c10b6-7279-4ee5-9518-ccb5ad67d348	2026-09-03T20:43:34	1	good ??	
a33c39e8-744f-42a2-98b8-02b7bb87c68f	2026-09-08T14:27:47	1	very bad experience in delivery and customer care worst experience they didn't provide the proper packing of food	packaging  
575d2bb1-1607-4a40-a233-1ef4b08d6e88	2026-09-05T23:37:04	1	worst service ever seen i see only in Swiggy	wait or package 
e4878fc3-61d5-48b9-93a8-de078db3991b	2026-09-01T12:22:34	1	worst Swiggy... food itam 150 rupees sarvice charge 300 rupee.. Total bill 450?????? 0000000Rating west App..don't install this App ????????????	price
bd9b73b4-088d-4d4b-ae4b-9f37a42156c7	2026-09-10T21:11:56	3	ok	
c4439a24-8ee3-4d98-8c57-19a9fbca0b4d	2026-09-11T12:26:57	3	good aap	
b75abab9-57a4-47b9-aef8-21dac9aafecf	2026-08-30T15:56:22	3	good	
0cf01f3e-8f10-425a-a6af-0a855712e923	2026-09-11T02:05:30	1	"Everything about the app is good, except for the time you need to talk to a customer service agent. Their bot is still not trained. and then the nightmare - the actual customer service team. CS team does not read through the issue and behaved like another bot with the same response. No empathy, not solution focused and no ownership seen. Very very poor quality of service. The rating is for the front end people handling the platform."	customer care (chatbot )
792f358e-981d-4a8d-b007-c0f1305541e7	2026-08-31T11:37:34	3	delivery not came at exact address	logistics ?
7651e4e3-5988-489b-932e-90cadb65d54d	2026-08-31T22:22:39	1	"Worst app and worst delivery experience. The app showed a delivery time of 35 minutes, so I placed the order at 8:30 PM. It is now 10:20 PM and my food still hasn’t arrived. No one is answering calls, there is no proper redressal, and even the customer care person disconnected the call without giving any answer. Extremely disappointing and unprofessional service. Would not recommend this app."	wait time
a9788555-562d-4789-a819-15c96cf70ad3	2026-08-21T13:59:09	1	"Very bad experience with Instamart. I ordered an iron box 4 times, and all 4 times I received damaged/used products. Customer care was of no proper help, and even the delivery person admitted that such issues happen because the products are not properly checked before delivery. Very poor quality control and customer service. I strongly recommend not buying electronic products from Instamart. Save your money, time, and frustration.They sell used product or rejected product."	packaging  + customer service
ccd60828-329c-4f29-934f-aafe89a7996a	2026-09-04T09:00:25	2	high price show in app	price
30c27e52-a663-4bcd-b207-dcfd762bd186	2026-09-13T08:33:23	1	nice	
a73df4ac-962f-4b54-b3d6-caa205eebd27	2026-08-27T20:53:51	4	ok	
5737ce61-6140-4cf9-96cb-f57a42671ce4	2026-08-23T22:58:46	1	Most of their riders are fraud and cancel orders at night after you wait for nearly 50 minutes and their management can only say sorry with their scripted lines.	wait time
311ad56e-f8ac-4712-9315-d471a3a22d15	2026-09-09T20:25:02	1	delay delivery	wait time
439cf6c8-9d98-42c6-ad9c-5aa2b791dd82	2026-08-30T16:35:11	3	"[edit] The socials email they gave in response to my review, resolved my issue. So removing the missing order complaint from my review and giving an extra star."	customer care
5d649615-9b60-4ecc-94ff-1869638ef828	2026-09-11T21:43:49	1	bad experinece. order food but few items missing worth Rs 100 but when raised complaint they said max imum compenstaion voucher worth for 42. i donot know whose is getting profit swiggy / hotel but as customer lost money and food..going to bed in hungry...	missing item + customer care
3914b23c-ee39-4acc-a25e-c598e353368d	2026-08-23T14:35:06	4	good	
9fc10c09-bd3c-4d20-99e2-9d31ce00aaae	2026-09-02T23:00:29	1	very cost for sivagangai	price
89ceea82-4acb-4f87-87a7-d92f572b966c	2026-08-20T04:50:54	1	My cash order not accepted lul app nd always not provided timely order	wait time  + payment type
76c07ba9-a74b-4372-8ed5-31d3ceeaafdb	2026-08-20T18:41:28	1	A bunch of scammers running the app. on an order of 200/- they charge almost 100/-more even though the shop is barely 1km from my home. shame on this SCAMMING DAMN APP. UNINSTALLING IT. SWITCHED TO ZOMATO	price (delivery)
5c9cc7ce-6067-4316-977b-fe966df3e91c	2026-08-31T06:41:57	2	zepto is better as they do not impose handling charge	price (delivery)
a5a36780-4be1-45ea-a413-e2d5fa7d4b24	2026-08-22T17:09:46	1	"The swiggy app is frequently failing to process ICICI Bank visa credit cards. If it is not the right payment mode swiggy encourages then they should remove that option from the list in the app and up-front inform to go for only UPI payments. It's been thrice in a single week now. If an IT fix is required for the app, please provide it asap."	refund
f78ed0b0-5d48-41be-a4d4-5a576cd0be2d	2026-09-06T20:32:45	1	"dear Swiggy the ai photos of the food in your app do not justify the taste, be real eat real"	
032e32b7-2dd1-4995-b5d1-78ea9f621451	2026-08-16T18:21:29	1	Not successful in my area. Most of them don't follow the instructions written or follow instructions given on the call.	
ab0db57c-4a93-4036-a041-826d08bbac29	2026-09-12T09:01:35	4	good	
348bda74-30be-4743-90ff-976bede223dd	2026-09-13T00:24:44	2	worst experience at nights. please use zomato.	
6fbdb426-f1b3-4191-a01f-1e781b6f1e66	2026-08-18T18:17:38	1	horrible experience from Swiggy .I ordered dosa with tea..I got dosa but tea was missing..I didn't checked that whether there is tea was there or not..while I checked after eating dosa I didn't find tea..while I complaint to customer care support that person's is so bad behaviour.harrassed me..and asking for my food which I oate already..was saying without giving the dosa picture they can't evn help to get refund of my tea money. and harrased me that Swiggy customer support person with bad words	
9699f8c2-84ef-46a2-b82d-70c279ccc680	2026-09-05T17:30:43	1	don't buy from instamart. they are selling expired item on discount no solution provided by customer care. pathetic service. i received 1 month expired item.	
01fc3a68-eade-4fbe-9470-d0c1bb7e303a	2026-09-03T09:51:08	4	good service	
565d72af-9f16-440a-a7d5-c32918d9497c	2026-09-11T21:28:27	1	First of all they do not have anyone as customer support I feel so frustrated trying to reach them. food comes spoiled and missing portions like 1 burger instead of 2... and when I try to reach swiggy bot said they r busy and it will take 6 to 8 hours..what am I supposed to do wait 6 hours hungry at night?	
849e0f1e-6c55-4050-bd76-b5ee636c2976	2026-09-05T14:10:35	3	rate high	
111b7f3a-7cf0-4295-a29c-559ac9897e50	2026-09-10T21:57:39	1	quick delivery issue	
77c1cd43-0e8c-4d86-ba19-f37d9161e329	2026-08-30T15:55:15	1	very bad ?????? ghatiya khana bheja Hai	
34e58eab-0be5-4301-bd27-6f1887b03cc9	2026-09-03T20:38:31	3	to costly	
8282c340-5585-4fdb-a4dd-538ebd911d60	2026-08-27T23:17:41	3	good	
9eb1b0a0-ebd8-4522-bb90-21db9426a41e	2026-08-19T20:49:37	1	"Every single order multi delivery and they charge each customer for delivery and give only one for the delivery partner. Horrible to customers and partners alike. Previous review - reduced the delivery radius. And then changed their UI so that the delivery distance and the final bill split is not visible to us, so that we might accidentally order from a place which is far and have to pay a huge amount of delivery price. Treating the customers like trash."	
88ea47f8-c068-4fe8-a935-d6d6966bb106	2026-08-30T23:24:12	1	worst delivered experience food was not given on time and food was very cold	
25d892c4-b90b-4acb-bf92-243e06927e19	2026-09-08T01:11:36	1	guh	
4690a6b0-4d93-4c0b-be89-c8f1c438d7b5	2026-08-30T21:05:48	1	"2019 took money never delivered...horrible customer support @jahid, santosh and rahul...worst members from their customer support. 2026 Got wrong item delivered...ordered 190 rupee wings, got 150 rupee item, customer support (Mohd Ibrahim) denied support, this how Swiggy makes money, defrauding customers...some practices never change...way to go."	
0e62e6b9-8333-4d02-bc9e-00d3d6ee702a	2026-08-31T15:25:00	1	price to very High quality level low and delivery charges costly	
77eb76a8-e972-45a9-9f96-e8a67086d021	2026-09-06T10:17:00	1	Waste of time waste of money I will give 0 rating but I don't have an option	
17e54c34-6938-4f0c-bd7f-38e6ed4ee6db	2026-08-18T08:39:26	1	charges are high like handling fees	
c5d322a6-e41c-4013-bb4a-bc0cfbf7ca43	2026-09-04T00:41:08	1	very good service	
90a8440e-126e-45cc-a596-4a5ebd4ba68d	2026-08-16T19:56:32	1	Fraud App	
39dadc34-7683-4982-9802-7a4fe655f543	2026-08-17T16:39:04	3	costlier than zomato	
cdab957a-e631-44f1-b86c-6b3e29837c6e	2026-08-19T10:41:42	1	stupid app. I'm unable to login also to this app. it is saying too many attempts. stupid stupid people. when I'm authenticating it is asking for a call option and even then it is not getting authenticated. this happened after I actually took a coupon for discount. the whole experience is built through the app and I cannot even access the coupons even though I have the email. because the stupid person who built this made it impossible to use the voucher without the app. very disappointed	
f0ccd464-5c3e-4677-981b-1de556c3b394	2026-09-12T04:20:43	1	they are becoming scammers day by day . it's the 5 or 6th time it is happening. I ordered the food and it never arrived and there chatbots will keep lying to you and the only resolution you get is to get the refund @swiggy this is really pathetic and who will compensate me for my time	
9d0316cd-3f6e-4202-9503-0846ec22b46c	2026-08-21T03:37:09	1	cash on delivery not available	
5213c304-b992-42fc-bdd6-8d91234120bb	2026-08-19T21:08:13	1	"The pastry-eating experience was disappointing. The order was incorrect, and the pastry received was not fresh."	
576ecee7-81cb-4540-a25c-9ce025c5d767	2026-09-07T20:26:20	1	my first order was delivered very late. very bad service. the Zomato is far better. There is no comparison of Swiggy with Zomato.	
4867108a-1949-46a6-86e2-1a6dd7320b20	2026-08-24T00:22:02	1	pathetic app they don't deliver order and keep saying we are striving hard to improve service and this won't happen again. multiple times with me it has happened order just never reached me. stop using this pathetic app Zomato is way better? #boycoswiggy	
2c3e272e-c4b1-4c6a-942b-65e2a3b97b3f	2026-09-04T22:58:02	1	"the service has gone really bad. if I had lower ratting, i would have given that"	
d5336162-d921-4695-8afb-c4289286c244	2026-09-08T00:54:08	1	Horrible	
e2bd4823-4190-4404-bfc9-f97e3335e554	2026-08-27T19:26:40	1	who ever tell it's perfect means they are getting something because Swiggy always gets gets gets money from hotel owner and customer how they get perfect guys kindly just think about them if my message is gone means google also partner with them	
815b4854-a8d4-4eca-8acd-bfd8c0c825b6	2026-08-30T16:05:02	3	super	
